date_id,full_date,day,month,month_name,month_short,quarter,year,day_of_week,day_name,week_of_year,day_of_year,week_start_date,week_end_date,year_month,month_year,is_weekend,weekday_type,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,is_leap_year,financial_year,financial_quarter,season,travel_season,is_public_holiday,is_long_weekend
20260127,2026-01-27,27,1,January,Jan,Q1,2026,2,Tuesday,5,27,2026-01-26,2026-02-01,2026-01,Jan-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260128,2026-01-28,28,1,January,Jan,Q1,2026,3,Wednesday,5,28,2026-01-26,2026-02-01,2026-01,Jan-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260129,2026-01-29,29,1,January,Jan,Q1,2026,4,Thursday,5,29,2026-01-26,2026-02-01,2026-01,Jan-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260130,2026-01-30,30,1,January,Jan,Q1,2026,5,Friday,5,30,2026-01-26,2026-02-01,2026-01,Jan-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260131,2026-01-31,31,1,January,Jan,Q1,2026,6,Saturday,5,31,2026-01-26,2026-02-01,2026-01,Jan-2026,True,Weekend,False,True,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260201,2026-02-01,1,2,February,Feb,Q1,2026,7,Sunday,5,32,2026-01-26,2026-02-01,2026-02,Feb-2026,True,Weekend,True,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260202,2026-02-02,2,2,February,Feb,Q1,2026,1,Monday,6,33,2026-02-02,2026-02-08,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260203,2026-02-03,3,2,February,Feb,Q1,2026,2,Tuesday,6,34,2026-02-02,2026-02-08,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260204,2026-02-04,4,2,February,Feb,Q1,2026,3,Wednesday,6,35,2026-02-02,2026-02-08,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260205,2026-02-05,5,2,February,Feb,Q1,2026,4,Thursday,6,36,2026-02-02,2026-02-08,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260206,2026-02-06,6,2,February,Feb,Q1,2026,5,Friday,6,37,2026-02-02,2026-02-08,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260207,2026-02-07,7,2,February,Feb,Q1,2026,6,Saturday,6,38,2026-02-02,2026-02-08,2026-02,Feb-2026,True,Weekend,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260208,2026-02-08,8,2,February,Feb,Q1,2026,7,Sunday,6,39,2026-02-02,2026-02-08,2026-02,Feb-2026,True,Weekend,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260209,2026-02-09,9,2,February,Feb,Q1,2026,1,Monday,7,40,2026-02-09,2026-02-15,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260210,2026-02-10,10,2,February,Feb,Q1,2026,2,Tuesday,7,41,2026-02-09,2026-02-15,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260211,2026-02-11,11,2,February,Feb,Q1,2026,3,Wednesday,7,42,2026-02-09,2026-02-15,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260212,2026-02-12,12,2,February,Feb,Q1,2026,4,Thursday,7,43,2026-02-09,2026-02-15,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260213,2026-02-13,13,2,February,Feb,Q1,2026,5,Friday,7,44,2026-02-09,2026-02-15,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260214,2026-02-14,14,2,February,Feb,Q1,2026,6,Saturday,7,45,2026-02-09,2026-02-15,2026-02,Feb-2026,True,Weekend,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260215,2026-02-15,15,2,February,Feb,Q1,2026,7,Sunday,7,46,2026-02-09,2026-02-15,2026-02,Feb-2026,True,Weekend,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260216,2026-02-16,16,2,February,Feb,Q1,2026,1,Monday,8,47,2026-02-16,2026-02-22,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260217,2026-02-17,17,2,February,Feb,Q1,2026,2,Tuesday,8,48,2026-02-16,2026-02-22,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260218,2026-02-18,18,2,February,Feb,Q1,2026,3,Wednesday,8,49,2026-02-16,2026-02-22,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260219,2026-02-19,19,2,February,Feb,Q1,2026,4,Thursday,8,50,2026-02-16,2026-02-22,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260220,2026-02-20,20,2,February,Feb,Q1,2026,5,Friday,8,51,2026-02-16,2026-02-22,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260221,2026-02-21,21,2,February,Feb,Q1,2026,6,Saturday,8,52,2026-02-16,2026-02-22,2026-02,Feb-2026,True,Weekend,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260222,2026-02-22,22,2,February,Feb,Q1,2026,7,Sunday,8,53,2026-02-16,2026-02-22,2026-02,Feb-2026,True,Weekend,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260223,2026-02-23,23,2,February,Feb,Q1,2026,1,Monday,9,54,2026-02-23,2026-03-01,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260224,2026-02-24,24,2,February,Feb,Q1,2026,2,Tuesday,9,55,2026-02-23,2026-03-01,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260225,2026-02-25,25,2,February,Feb,Q1,2026,3,Wednesday,9,56,2026-02-23,2026-03-01,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260226,2026-02-26,26,2,February,Feb,Q1,2026,4,Thursday,9,57,2026-02-23,2026-03-01,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260227,2026-02-27,27,2,February,Feb,Q1,2026,5,Friday,9,58,2026-02-23,2026-03-01,2026-02,Feb-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260228,2026-02-28,28,2,February,Feb,Q1,2026,6,Saturday,9,59,2026-02-23,2026-03-01,2026-02,Feb-2026,True,Weekend,False,True,False,False,False,False,False,FY2025-26,Q4,Winter,Off-Peak,False,False
20260301,2026-03-01,1,3,March,Mar,Q1,2026,7,Sunday,9,60,2026-02-23,2026-03-01,2026-03,Mar-2026,True,Weekend,True,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260302,2026-03-02,2,3,March,Mar,Q1,2026,1,Monday,10,61,2026-03-02,2026-03-08,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260303,2026-03-03,3,3,March,Mar,Q1,2026,2,Tuesday,10,62,2026-03-02,2026-03-08,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260304,2026-03-04,4,3,March,Mar,Q1,2026,3,Wednesday,10,63,2026-03-02,2026-03-08,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260305,2026-03-05,5,3,March,Mar,Q1,2026,4,Thursday,10,64,2026-03-02,2026-03-08,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260306,2026-03-06,6,3,March,Mar,Q1,2026,5,Friday,10,65,2026-03-02,2026-03-08,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260307,2026-03-07,7,3,March,Mar,Q1,2026,6,Saturday,10,66,2026-03-02,2026-03-08,2026-03,Mar-2026,True,Weekend,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260308,2026-03-08,8,3,March,Mar,Q1,2026,7,Sunday,10,67,2026-03-02,2026-03-08,2026-03,Mar-2026,True,Weekend,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260309,2026-03-09,9,3,March,Mar,Q1,2026,1,Monday,11,68,2026-03-09,2026-03-15,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260310,2026-03-10,10,3,March,Mar,Q1,2026,2,Tuesday,11,69,2026-03-09,2026-03-15,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260311,2026-03-11,11,3,March,Mar,Q1,2026,3,Wednesday,11,70,2026-03-09,2026-03-15,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260312,2026-03-12,12,3,March,Mar,Q1,2026,4,Thursday,11,71,2026-03-09,2026-03-15,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260313,2026-03-13,13,3,March,Mar,Q1,2026,5,Friday,11,72,2026-03-09,2026-03-15,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260314,2026-03-14,14,3,March,Mar,Q1,2026,6,Saturday,11,73,2026-03-09,2026-03-15,2026-03,Mar-2026,True,Weekend,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260315,2026-03-15,15,3,March,Mar,Q1,2026,7,Sunday,11,74,2026-03-09,2026-03-15,2026-03,Mar-2026,True,Weekend,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260316,2026-03-16,16,3,March,Mar,Q1,2026,1,Monday,12,75,2026-03-16,2026-03-22,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260317,2026-03-17,17,3,March,Mar,Q1,2026,2,Tuesday,12,76,2026-03-16,2026-03-22,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260318,2026-03-18,18,3,March,Mar,Q1,2026,3,Wednesday,12,77,2026-03-16,2026-03-22,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260319,2026-03-19,19,3,March,Mar,Q1,2026,4,Thursday,12,78,2026-03-16,2026-03-22,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260320,2026-03-20,20,3,March,Mar,Q1,2026,5,Friday,12,79,2026-03-16,2026-03-22,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260321,2026-03-21,21,3,March,Mar,Q1,2026,6,Saturday,12,80,2026-03-16,2026-03-22,2026-03,Mar-2026,True,Weekend,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260322,2026-03-22,22,3,March,Mar,Q1,2026,7,Sunday,12,81,2026-03-16,2026-03-22,2026-03,Mar-2026,True,Weekend,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260323,2026-03-23,23,3,March,Mar,Q1,2026,1,Monday,13,82,2026-03-23,2026-03-29,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260324,2026-03-24,24,3,March,Mar,Q1,2026,2,Tuesday,13,83,2026-03-23,2026-03-29,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260325,2026-03-25,25,3,March,Mar,Q1,2026,3,Wednesday,13,84,2026-03-23,2026-03-29,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260326,2026-03-26,26,3,March,Mar,Q1,2026,4,Thursday,13,85,2026-03-23,2026-03-29,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260327,2026-03-27,27,3,March,Mar,Q1,2026,5,Friday,13,86,2026-03-23,2026-03-29,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260328,2026-03-28,28,3,March,Mar,Q1,2026,6,Saturday,13,87,2026-03-23,2026-03-29,2026-03,Mar-2026,True,Weekend,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260329,2026-03-29,29,3,March,Mar,Q1,2026,7,Sunday,13,88,2026-03-23,2026-03-29,2026-03,Mar-2026,True,Weekend,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260330,2026-03-30,30,3,March,Mar,Q1,2026,1,Monday,14,89,2026-03-30,2026-04-05,2026-03,Mar-2026,False,Weekday,False,False,False,False,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260331,2026-03-31,31,3,March,Mar,Q1,2026,2,Tuesday,14,90,2026-03-30,2026-04-05,2026-03,Mar-2026,False,Weekday,False,True,False,True,False,False,False,FY2025-26,Q4,Summer,Off-Peak,False,False
20260401,2026-04-01,1,4,April,Apr,Q2,2026,3,Wednesday,14,91,2026-03-30,2026-04-05,2026-04,Apr-2026,False,Weekday,True,False,True,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260402,2026-04-02,2,4,April,Apr,Q2,2026,4,Thursday,14,92,2026-03-30,2026-04-05,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260403,2026-04-03,3,4,April,Apr,Q2,2026,5,Friday,14,93,2026-03-30,2026-04-05,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260404,2026-04-04,4,4,April,Apr,Q2,2026,6,Saturday,14,94,2026-03-30,2026-04-05,2026-04,Apr-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260405,2026-04-05,5,4,April,Apr,Q2,2026,7,Sunday,14,95,2026-03-30,2026-04-05,2026-04,Apr-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260406,2026-04-06,6,4,April,Apr,Q2,2026,1,Monday,15,96,2026-04-06,2026-04-12,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260407,2026-04-07,7,4,April,Apr,Q2,2026,2,Tuesday,15,97,2026-04-06,2026-04-12,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260408,2026-04-08,8,4,April,Apr,Q2,2026,3,Wednesday,15,98,2026-04-06,2026-04-12,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260409,2026-04-09,9,4,April,Apr,Q2,2026,4,Thursday,15,99,2026-04-06,2026-04-12,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260410,2026-04-10,10,4,April,Apr,Q2,2026,5,Friday,15,100,2026-04-06,2026-04-12,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260411,2026-04-11,11,4,April,Apr,Q2,2026,6,Saturday,15,101,2026-04-06,2026-04-12,2026-04,Apr-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260412,2026-04-12,12,4,April,Apr,Q2,2026,7,Sunday,15,102,2026-04-06,2026-04-12,2026-04,Apr-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260413,2026-04-13,13,4,April,Apr,Q2,2026,1,Monday,16,103,2026-04-13,2026-04-19,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260414,2026-04-14,14,4,April,Apr,Q2,2026,2,Tuesday,16,104,2026-04-13,2026-04-19,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260415,2026-04-15,15,4,April,Apr,Q2,2026,3,Wednesday,16,105,2026-04-13,2026-04-19,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260416,2026-04-16,16,4,April,Apr,Q2,2026,4,Thursday,16,106,2026-04-13,2026-04-19,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260417,2026-04-17,17,4,April,Apr,Q2,2026,5,Friday,16,107,2026-04-13,2026-04-19,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260418,2026-04-18,18,4,April,Apr,Q2,2026,6,Saturday,16,108,2026-04-13,2026-04-19,2026-04,Apr-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260419,2026-04-19,19,4,April,Apr,Q2,2026,7,Sunday,16,109,2026-04-13,2026-04-19,2026-04,Apr-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260420,2026-04-20,20,4,April,Apr,Q2,2026,1,Monday,17,110,2026-04-20,2026-04-26,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260421,2026-04-21,21,4,April,Apr,Q2,2026,2,Tuesday,17,111,2026-04-20,2026-04-26,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260422,2026-04-22,22,4,April,Apr,Q2,2026,3,Wednesday,17,112,2026-04-20,2026-04-26,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260423,2026-04-23,23,4,April,Apr,Q2,2026,4,Thursday,17,113,2026-04-20,2026-04-26,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260424,2026-04-24,24,4,April,Apr,Q2,2026,5,Friday,17,114,2026-04-20,2026-04-26,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260425,2026-04-25,25,4,April,Apr,Q2,2026,6,Saturday,17,115,2026-04-20,2026-04-26,2026-04,Apr-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260426,2026-04-26,26,4,April,Apr,Q2,2026,7,Sunday,17,116,2026-04-20,2026-04-26,2026-04,Apr-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260427,2026-04-27,27,4,April,Apr,Q2,2026,1,Monday,18,117,2026-04-27,2026-05-03,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260428,2026-04-28,28,4,April,Apr,Q2,2026,2,Tuesday,18,118,2026-04-27,2026-05-03,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260429,2026-04-29,29,4,April,Apr,Q2,2026,3,Wednesday,18,119,2026-04-27,2026-05-03,2026-04,Apr-2026,False,Weekday,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260430,2026-04-30,30,4,April,Apr,Q2,2026,4,Thursday,18,120,2026-04-27,2026-05-03,2026-04,Apr-2026,False,Weekday,False,True,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260501,2026-05-01,1,5,May,May,Q2,2026,5,Friday,18,121,2026-04-27,2026-05-03,2026-05,May-2026,False,Weekday,True,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260502,2026-05-02,2,5,May,May,Q2,2026,6,Saturday,18,122,2026-04-27,2026-05-03,2026-05,May-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
20260503,2026-05-03,3,5,May,May,Q2,2026,7,Sunday,18,123,2026-04-27,2026-05-03,2026-05,May-2026,True,Weekend,False,False,False,False,False,False,False,FY2026-27,Q1,Summer,Peak,False,False
